Year Reported to CDP	Account Number	Organization	City	Country	CDP Region	Access	Renewable energy or electricity target implemented	Scale	Type	Energy / electricity types covered by target (including unit)	Base year	Total renewable energy / electricity covered by target in base year	Percentage renewable energy / electricity of total energy or electricity in base year	Target year	Total renewable energy / electricity covered by target in target year	Percentage renewable energy / electricity of total energy or electricity in target year	Percentage of target achieved	Please specify plans to meet the target(s) and in which sector this target will be implemented	Population	Population Year	City Location	Last update
2020	35857	City of Cincinnati	Cincinnati	United States of America	North America	public	Yes	City-wide	Energy	Total installed capacity of renewable energy (in MW)	2018	15.54		2020	38.7		18.1	The City has recently engaged a Buyer's Advocate to facilitate installation of a city-owned 25MW solar array that will be constructed 2019-2020. As a region, Greater Cincinnati has a goal of doubling renewable energy production each year through 2020. In order to meet this goal, we are educating the public about the city's transition to renewable energy generation, lobbying the state of Ohio to strengthen the market for solar projects, identifying and promoting renewable energy financing tools, expanding the Solar Power Purchase Agreement to include more solar panels on municipal facilities, using Virtual Net Metering to allow for shared solar projects, and implementing anaerobic digestion or other technologies to convert biomass to energy. We have recently secured $100K towards a 25MW solar array that will be constructed 2019-2020.	302605	2018	POINT (-84.512 39.1031)	2021-05-20T02:49:34.733
2020	59180	Middelfart Kommune	Middelfart	Denmark	Europe	public	Yes												38553	2019	POINT (9.87264 55.471)	2021-05-20T02:49:34.733
2020	834261	Municipality of Irapuato		Mexico	Latin America	public	Yes	City-wide			2017		32	2021		32		Implementación de planes de acción para el ahorro y aprovechamiento eficiente de la energía eléctrica en edificios públicos municipales, así como la gestión para sustituir el 100 % de las luminarias tradicionales a base de vapor de socio por luminarias tipo LED.	529440	2010		2021-05-20T02:49:34.733
2020	54538	Bath and North East Somerset	Bath	United Kingdom of Great Britain and Northern Ireland	Europe	public	Yes	City-wide		Other, please specify: UK100				2030		100		Placemaking Plan policy CP3 sets the capacity target of 165MW of renewable heat, 110MW of renewable electricity by 2029Council Sustainable Energy Strategy	192106	2018		2021-05-20T02:49:34.733
2020	840601	Ayuntamiento de San Miguel de Allende		Mexico	Latin America	public	Intending to undertake in the next 2 years												180000	2018		2021-05-20T02:49:34.733
2020	36274	Comune di Bologna	Bologna	Italy	Europe	public	In progress												390636	2018	POINT (11.3387 44.4938)	2021-05-20T02:49:34.733
2020	43911	City of Ottawa	Ottawa	Canada	North America	public													991429	2018	POINT (-75.6972 45.4215)	2021-05-20T02:49:34.733
2020	845133	Prefeitura de Monteiro Lobato		Brazil	Latin America	public	In progress												4120	2010		2021-05-20T02:49:34.733
2020	60267	Prefeitura de Guarujá	Guarujá	Brazil	Latin America	public	Do not know												290752	2010	POINT (-46.2569 -23.9946)	2021-05-20T02:49:34.733
2020	50361	Ayuntamiento de Hermosillo	Hermosillo	Mexico	Latin America	public	Yes	City-wide	Energy	Other, please specify: Emissions reduction in tons of CO2e per MegaWatt hour (tCO2e / MWh), trough clean energy production.	2014	0.46	100	2050	0.35	24	8	"Adopted towards 2018, with a base year factor of 0.456 tCO2e / MWh in 2014, the program establishes the objective of achieving an emission score of 0.350 tCO2e / MWh per year.  Considering this new emission factor, the reduction of GHG emissions in 2030 would be 17% against the trend scenario, while in 2050 it would be 24%.NOTE: The 100% value pointed on question ""Percentage renewable energy / electricity of total energy or electricity in base year"" stands as a referral for tCO2e / MWh emissions percentage, where 0.46 tCO2e / MWh are the 100% (total) of the emissions to reduce. Hence, the 24% in ""Percentage renewable energy / electricity of total energy or electricity in target year"" represents the clean energy production target against the base year."	913318	2020	POINT (-110.961 29.0892)	2021-05-20T02:49:34.733
2020	50568	City of Saskatoon	Saskatoon	Canada	North America	public	Yes	City-wide	Energy	All energy consumed (percentage)	2014		0	2050		10	0	The Low Emissions Community Plan includes a variety of renewable energy generation actions that, if funded and implemented, would exceed the 10% renewable energy target by 2050. The Plan includes 5 actions related to the installation of solar PV systems, 4 actions related to other energy systems and storage, and 2 actions related to renewable energy procurement.	275242	2019	POINT (-106.67 52.1332)	2021-05-20T02:49:34.733
2020	31184	Prefeitura de São Paulo	São Paulo	Brazil	Latin America	public	Not intending to undertake												11253503	2017	POINT (-46.7382 -23.5595)	2021-05-20T02:49:34.733
2020	50792	Ville de Monaco	Monaco	Monaco	Europe	public	Yes	City-wide	Energy	All energy consumed (in MWh)	2007		20	2020				Plan Energie climat.  Cet objectif concerne à la fois l'intensité énergétique et la consommation énergétique per capita	38100	2019	POINT (7.42081 43.7374)	2021-05-20T02:49:34.733
2020	826212	Junta intermunicipal para la gestión integral de la cuenca del Río Coahuayana (JIRCO)		Mexico	Latin America	public	Intending to undertake in the next 2 years												285774	2010		2021-05-20T02:49:34.733
2020	36032	Ville de Dakar	Dakar	Senegal	Africa	public	Intending to undertake in the next 2 years												1252786	2016	POINT (-17.366 14.7645)	2021-05-20T02:49:34.733
2020	834219	Municipality of Corrientes		Argentina	Latin America	public													349648	2018		2021-05-20T02:49:34.733
2020	849043	Santa Anita (Argentina)		Argentina	Latin America	public													1848	2018		2021-05-20T02:49:34.733
2020	35268	City of Boston	Boston	United States of America	North America	public	Yes	City-wide	Energy	Total installed capacity of renewable energy (in MW)	2019	38.5		2050				The Carbon Free Boston report found that by deploying Boston's full solar potential (1,300 MW of solar per Google Sunroof), we could satisfy about 15 percent of our current electricity use. Solar will need to be deployed across all sectors. The City is deploying solar on municipal buildings via the Renew Boston Trust, and evaluating opportunities to fund community solar using an adder on the Community Choice Electricity program. Our goals are based on carbon reduction; local renewable energy generation is a critical component of Boston's pathway to carbon neutrality. We are evaluating the development of a formal target.	695926	2018	POINT (-71.0598 42.3584)	2021-05-20T02:49:34.733
2020	60379	Alcaldía de Tunja	Tunja	Colombia	Latin America	public	Do not know												152419	2005	POINT (-3.63354 40.4712)	2021-05-20T02:49:34.733
2020	840945	Prefeitura de Santa Bárbara		Brazil	Latin America	public	In progress												31604	2020		2021-05-20T02:49:34.733
2020	31187	Seoul Metropolitan Government	Seoul	Republic of Korea	East Asia	public	Yes	City-wide	Electricity	Total installed capacity of renewable electricity (in MW)	2017	145	0.3	2022	1000	3	25	Solar City Seoul, 2022 Master Plan (Goal: supply 1GW of solar power by 2022). As of 2019, Seoul has achieved installing 250MW of solar power.	10010983	2019	POINT (126.978 37.5665)	2021-05-20T02:49:34.733
2020	36036	City of Ibadan	Ibadan	Nigeria	Africa	public	In progress												6591589	2020	POINT (3.94704 7.37753)	2021-05-20T02:49:34.733
2020	73706	City of Alameda	Alameda	United States of America	North America	public	Yes	City-wide	Electricity	All electricity consumed (percentage)	2005	50	50	2020	100	100	100	This target has been achieved. All electricity accounts in Alameda are buying 100% clean electricity.	75961	2017	POINT (122.163 37.4522)	2021-05-20T02:49:34.733
2020	60603	City of Prince George, BC	Prince George	Canada	North America	public													74003	2016	POINT (-122.75 53.9171)	2021-05-20T02:49:34.733
2020	60229	Municipality of Arendal	Arendal	Norway	Europe	public	Not intending to undertake												44999	2019	POINT (8.77245 58.4618)	2021-05-20T02:49:34.733
2020	68290	Wyndham City Council		Australia	Southeast Asia and Oceania	public													255322	2018		2021-05-20T02:49:34.733
2020	60279	Prefeitura de Campos de Goytacazes	Campos de Goytacazes	Brazil	Latin America	public													483970	2015	POINT (-41.2683 -21.8323)	2021-05-20T02:49:34.733
2020	35993	Singapore Government	Singapore	Singapore	Southeast Asia and Oceania	public	Yes	City-wide	Electricity	Other, please specify: Total installed capacity of solar (in MWp)	2020	350	0.6	2030	2000	3	17.5	The government will work with companies, researchers and the public to deploy at least 2GWp of solar by 2030 - enough to meet the annual power needs of around 350,000 households in Singapore. This would increase solar adoption by around 6 times from today's installed capacity. To facilitate greater solar adoption, Singapore will deploy and maximise solar panels over available spaces. These could include rooftops, reservoirs and offshore spaces.	5640000	2018	POINT (103.82 1.35208)	2021-05-20T02:49:34.733
2020	43940	Malmö Stad	Malmö	Sweden	Europe	public	Yes	Local government operations	Energy	All energy consumed (in MWh)	2001			2020		100	71	Malmö plans on doing / is doing the following: 1. Energy storage in space and time; heat in building bodies and electricity in battery solutions etc. to use when more renewable energy is available in the grid 2. Increase the production of renewable energy in the form of solar energy and wind power at facilities owned by Malmö city administrations and companies. 3.  Prepare space for more renewable energy production on Malmö's land. 4. Investigate alternative financing models for the establishment and development of renewable energy production. 5. Green retrofit 6. The development of new strategic documents (like environmental programme and energy plan) in 2019/2020 will further analyze what efforts that could help us reach the goal.	344166	2019	POINT (13.0038 55.605)	2021-05-20T02:49:34.733
2020	10495	City of Las Vegas	Las Vegas	United States of America	North America	public	Yes	Local government operations	Electricity	All electricity consumed (in MWh)	2016	12200	10	2020	100	100	100	The City announced that beginning in 2017, the City, through a Renewable Energy Agreement with the state’s investor-owned utility NV Energy, will receive energy produced by a solar facility near Boulder City, coupled with power from NV Energy that already satisfies Nevada’s renewable portfolio standard allowing 100 percent of the City’s retail load to be served by renewable energy, bringing the city to net zero.	675971	2019	POINT (-115.14 36.1699)	2021-05-20T02:49:34.733
2020	63762	Metropolitan Washington Council of Governments (COG)		United States of America	North America	public	Not intending to undertake												5570234	2018		2021-05-20T02:49:34.733
2020	50154	City of Turku	Turku	Finland	Europe	public	Yes	City-wide	Energy	All energy consumed (in MWh)	1990	0	0	2029	3300000	100	60	"Following the Turku SECAP (City Council 11.6.2018):The heat, cold, steam and electricity used in the Turku area will be produced in a carbon neutral manner at the latest in 2029 (considering compensations).•	The use of coal for energy will be phased out already in 2025.•	The share of renewable energy of district heat is at least 65 per cent in 2021.•	The share of renewable energy of electricity and heat sold by Turku Energia is at least 80 per cent in 2025. •	Impacts on sustainability and regional economy are emphasised in acquisition of renewable fuel.•	Solutions will advance economic effectiveness and feasibility (and these will be taken into account in decision-making).Turku City Group develops the production and ownership of renewable energy in a way that the production serves an area wider than Turku and helps turn Turku into a climate positive area.Smart solutions, multidirectionality, storage and the entire potential of the sources of energy and production opportunities in the area will be used and energy efficiency will be improved in the development of energy system of the Turku area and region.•	Municipal residents, businesses and communities are activated to join energy measures with the help of the Citizens’ energy transition project. Banks are encouraged to develop provision of energy loans and energy investments are promoted using the city's own means (e.g. permit processes, planning and other steering).•	Energy expertise and new solutions are developed in collaboration with universities, educational establishments, development organisations and businesses.The recent development has been even faster than the ambitious goals of our SECAP:•	The share of renewable energy of district heat is anticipated to be 80 per cent already in 2020.•	The share of renewable energy of electricity sold by Turku Energia is anticipated to be 70 % in 2020. The company holds the biggest market share in the area and has announced, that only renewable electricity will be sold to consumers from now on. •	Two out of three coal-fired power plants in the region were closed down in 2020 and we plan ahead to phase out coal already in 2022."	193000	2019	POINT (22.2666 60.4518)	2021-05-20T02:49:34.733
