Year Reported to CDP	Account Number	Organization	City	Country	CDP Region	Access	City boundary	Type of target	Sector	Identify and explain sources that differ from the inventory	Target boundary relative to city boundary	Base year	Year of target introduction	Base year emissions (metric tonnes CO2e)	Percentage reduction target	Target year	Target year absolute emissions (metric tonnes CO2e)	Projected population in target year	Intensity unit (Emissions per)	Base year emissions per intensity unit (metric tonnes CO2e per denominator)	Estimated business as usual absolute emissions in target year (metric tonnes CO2e)	Percentage of target achieved so far	Select the initiatives that this target contributes towards	Description of the target and the modelling methodology(ies) and parameters used to define it	Does this target align with the global 1.5 - 2°c pathway set out in the Paris Agreement?	Does this target align or correspond to a requirement from a higher level of government?	Target description	Population	Population Year	City Location	Last update
2020	35884	City of San Diego	San Diego	United States of America	North America	public	City / Municipality	Baseline scenario (business as usual) target	All emissions sources included in city inventory	N/A	Same – covers entire city and nothing else	2010	2015	12707065	62	2035					16716020	50	Global Covenant of Mayors for Climate & Energy	ICLEI	Yes - 2 °C	Yes	N/A	1426000	2020	POINT (-117.17 32.7181)	2021-05-20T02:33:48.460
2020	51075	City of Shenzhen	Shenzhen	China	East Asia	public	Independent city	No target	All emissions sources included in city inventory		Same – covers entire city and nothing else	2011				2020	20200.81		Metric tonnes of CO2e per unit GDP									13026600	2018	POINT (113.813 22.9175)	2021-05-20T02:33:48.460
2020	54110	City of Santa Monica	Santa Monica	United States of America	North America	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	1990	2019	1386640	80	2030	277328					31	Global Covenant of Mayors for Climate & Energy		Yes - 1.5 °C	Yes	Between 1990 and 2015, Santa Monica reduced its emissions by 276,324 metric tons of carbon dioxide equivalents (mtCO2e) to achieve 20% below 1990 levels at a rate of 0.8% per year. In order to achieve an 80% reduction by 2030, Santa Monica would need to reduce total emissions by about 929,693 mtCO2e, at a rate of over 4% per year, significantly increasing the scale and speed of reductions. This 'bending of the carbon curve' is essential to meeting the Paris Climate Agreement and avoiding worsened climate change impacts.	91411	2018	POINT (-118.481 34.0219)	2021-05-20T02:33:48.460
2020	839668	Municipio de Iztapa		Guatemala	Latin America	public	City / Municipality	Base year intensity target	All emissions sources included in city inventory		Same – covers entire city and nothing else	2018	2030	0	50	2030	1		Metric tonnes of CO2e per capita	1		1	Global Covenant of Mayors for Climate & Energy; One Planet City Challenge		Yes - 1.5 °C	Do not know		11917	2019		2021-05-20T02:33:48.460
2020	54519	City of Lund	Lund	Sweden	Europe	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	1990	2017	451410	80	2030	90282					63	Global Covenant of Mayors for Climate & Energy		Yes - 2 °C	Do not know	The target covers electricity, heating, industry, AFOLU, transport, IPPU, waste. It does not cover consumption based emissions. It is is more ambitious than the NDC of Sweden. It does not include transferrable emission units or CCS.	124935	2019		2021-05-20T02:33:48.460
2020	54034	City of Grand Rapids	Grand Rapids	United States of America	North America	public	City / Municipality	No target																				201013	2019		2021-05-20T02:33:48.460
2020	62868	Eskişehir Metropolitan Municipality	Eskişehir	Turkey	Europe	public																								POINT (30.5256 39.7667)	2021-05-20T02:33:48.460
2020	826427	Município de Valongo	Valongo	Portugal	Europe	public	City / Municipality	Fixed level target	All emissions sources included in city inventory		Same – covers entire city and nothing else		2019			2030	0					89	Global Covenant of Mayors for Climate & Energy		Yes - 2 °C	Yes	Valongo, como signatário do pacto de autarcas, prevê reduzir as emissões de CO2 (e, eventualmente, de outros gases com efeito de estufa) em, pelo menos, 40 % até 2030, nomeadamente através de uma melhoria da eficiência energética e de um maior recurso às fontes de energia renováveis	97444	2019	POINT (-8.49835 41.1887)	2021-05-20T02:33:48.460
2020	1499	Ajuntament de Barcelona	Barcelona	Spain	Europe	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	1992	2020	4743380	50	2030	2371690					26			Yes - 1.5 °C	No	The Covenant of Mayors goal sets a 40% reduction in 2030 taking as baseline the year 2005. Barcelona is more ambitious in order to be aligned to the Catalan Climate Change law, that sets a 40% of emission reduction per inhabitant but taking as a baseline 1990.While working in the Climate Plan, a Catalan law was passed intending to reduce a 50% the emissions, but also sectorial and territorialy reductions are not still set. Our target was set a mid-term between GCoM and Climate Change law, which is a 45% reduction of emissions per inhabitant.Climate Emergency Declaration exposes that all these past targets are not enough to reach the Paris Agreement goals, then a target of 50% reduction from 1992 was set, adding some more measures and budget to the Climate Plan. 1992 was chosen as a base year, as it is the first year where Barcelona methodology of reporting emissions inventories can be calculated with all sectorial data.	1636762	2019	POINT (2.1775 41.3823)	2021-05-20T02:33:48.460
2020	42178	Distrito Metropolitano de Quito	Quito	Ecuador	Latin America	public	Metropolitan area	Baseline scenario (business as usual) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	2015	2020	7579000	30	2030					2780844	15	Deadline 2020 - Delivering the 1.5 degree ambition of the Paris Agreement in a resilient, inclusive way; Global Covenant of Mayors for Climate & Energy; Individual City Commitment	La meta es estimada  en función del BAU, y está incluida en el Plan de Acción de Cambio Climático, que al momento se está finalizando; además, en el Plan de Desarrollo de la Ciudad, que está en actualización, se tendrá como objetivo: Impulsar políticas y acciones de cambio climático, bajo la visión de una neutralidad climática del DMQ al 2050. Desacelerar el crecimiento de la huella de carbono del DMQ, afianzando el desarrollo local sostenible, mediante proyectos de movilidad eléctrica, construcción ecoeficiente, residuos orgánicos y mecanismos de compensación.	Yes - 1.5 °C	No	La meta de la ciudad es más ambiciosa que la NDC.	2239191	2010	POINT (-78.5167 -0.2333)	2021-05-20T02:33:48.460
2020	60433	City of Hvidovre	Hvidovre	Denmark	Europe	public	City / Municipality	Fixed level target	Transport		Same – covers entire city and nothing else		2018			2050	0	63800				0	Global Covenant of Mayors for Climate & Energy		Do not know	Yes	All transport will be fossil free by 2050.	53282	2018	POINT (12.4754 55.6425)	2021-05-20T02:33:48.460
2020	13113	Newcastle City Council	Newcastle upon Tyne	United Kingdom of Great Britain and Northern Ireland	Europe	public	City / Municipality	Fixed level target	All emissions sources included in city inventory	N/A	Same – covers entire city and nothing else		2019			2030	0	310695				0	Declaring Climate Emergency; Global Covenant of Mayors for Climate & Energy; Individual City Commitment		Yes - 1.5 °C	Yes, but it exceeds its scale or requirement	Our city-wide target is to achieve Net Zero carbon status (carbon neutrality) by 2030.  This is the first full calendar year that we are formally implementing the commitment therefore 2020 will be used as the reference year for measuring percentage of target completion in future CDP submissions.	300196	2018		2021-05-20T02:33:48.460
2020	54692	Prefeitura Municipal de Sertãozinho	Sertãozinho	Brazil	Latin America	public	City / Municipality	No target																				125815	2019	POINT (-47.9947 -21.1451)	2021-05-20T02:33:48.460
2020	32550	City of Denver	Denver	United States of America	North America	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	2005	2017	13250423	45	2030	7287732.65					13			Yes - 1.5 °C	Yes		716492	2018	POINT (-104.985 39.7376)	2021-05-20T02:33:48.460
2020	54498	Ayuntamiento de Murcia	Murcia	Spain	Europe	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Larger – covers the whole city and adjoining areas	2007	2007	2141277	20	2020	1713021.6					21.32	Global Covenant of Mayors for Climate & Energy		Yes - 2 °C	Yes	Reducir un 20% las emisiones de CO2 en el año 2020.Reducir un 40% las emisiones de CO2 en el año 2030.	453258	2019	POINT (-1.00495 37.799)	2021-05-20T02:33:48.460
2020	845308	Puerto Cortés		Honduras	Latin America	public	City / Municipality	No target																				122428	2013		2021-05-20T02:33:48.460
2020	73650	Armstrong		Argentina	Latin America	public																									2021-05-20T02:33:48.460
2020	62855	Egedal Municipality	Egedal	Denmark	Europe	public	City / Municipality	Base year emissions (absolute) target	Other, please specify: Heating	The target is related to a previous inventory. 70% with base year 2007 or equal to 50% compared to the reported inventory	Same – covers entire city and nothing else	2007	2020	68924	70	2030	20677.2					50	Global Covenant of Mayors for Climate & Energy; Klimakommune (Climate Municipality)		Other: Is a part of our path towards reaching the Paris Agreement. Paris Agreement target related to CO2e/inhabbitant	Yes	Milestone towards regional target of fossil free heating in 2035	43354	2020	POINT (12.2387 55.795)	2021-05-20T02:33:48.460
2020	839980	Municipalidad de Avellaneda		Argentina	Latin America	public	City / Municipality	Baseline scenario (business as usual) target	Other, please specify: Energía, Transporte y Residuos	Se toman a consideración las fuentes de emisión clasificadas en el inventario como básicas (siguiendo el estándar GPC). El nivel BASIC (básico) cubre las fuentes de emisión que se producen en casi todas las ciudades (energía estacionaria, transporte dentro de los límites y desechos generados en la ciudad), donde las metodologías y datos de cálculo están fácilmente disponibles. Se corresponde a un marco de reporte inducido por la ciudad. En detalle, las emisiones cubiertas son: - Energía Estacionaria, alcances 1 y 2 - Transporte, alcance 1 (se utiliza el método de venta de combustible) y 2- Residuos, alcance 1 y 3Se decidió no incorporar las emisiones de agricultura y ganadería y las emisiones de alcance 3 de energía estacionaria (incluidas en el inventario) ya que sobre estas, los gobiernos locales no tienen capacidad de realizar acciones concretas para mitigarlas. Se incluyeron sólo aquellas que pueden ser gestionados más fácilmente a escala local.	Same – covers entire city and nothing else	2016	2020	115157.94	47	2030					211955.19		Global Covenant of Mayors for Climate & Energy	Durante el 2014, en Argentina se emitieron 368 millones de toneladas de dióxido de carbono equivalente (MtCO2e).  Por otro lado, las emisiones proyectadas al año 2030 bajo el escenario BAU ascienden a 592 MtCO2e. De esta forma, el aumento porcentual relativo de emisiones proyectado para el 2030, desde el año 2014, es del 60,87%. Este aumento será considerado para la preparación del escenario BAU de Avellaneda donde se proyectarán las emisiones alcanzadas por el nivel BÁSICO. Como se mostró en el punto 4.1.6, este nivel abarca los sectores en los cuales los gobiernos locales poseen mayor capacidad de realizar acciones concretas, y que pueden ser gestionados más fácilmente que los incluidos en el nivel BÁSICO +. Para correlacionar el escenario Business as Usual nacional con el de Avellaneda, se realizó un ajuste considerando las tasas de aumento poblacional. El factor de ajuste es equivalente a la relación entre la variación poblacional en el período 2016-2030 a nivel nacional y local.El INDEC estima que durante este tiempo la población argentina aumentará un 16,64%  y un 21,53%  en el municipio. Por lo tanto, el factor de ajuste resulta de 1,58. Así, el aumento de emisiones proyectado para Avellaneda será del 84%.Aumento de emisiones en Avellaneda 2016-2030 (%)=53,26%*1,58Aumento de emisiones en Avellaneda 2016-2030 (%)=84%Tomando de base el inventario BÁSICO de Avellaneda del 2016, las emisiones proyectadas bajo el escenario tendencial al 2030 serán de 211.955,19 tCO2e.Emisiones Avellaneda al 2030 (t〖CO〗_2e )= 115.157,94 t〖CO〗_2e*1,84Emisiones Avellaneda al 2030 (t〖CO〗_2e )= 211.955,19 t〖CO〗_2eTomando como referencia la meta de reducción de emisiones presentada por el país y acorde a lo establecido en el Pacto de Alcaldes por el Clima y la Energía,  Avellaneda se fija una meta aún más ambiciosa, reducir sus emisiones de gases de efecto en al menos un 47% respecto al escenario BAU al 2030, considerando las fuentes de emisión del alcance BÁSICO.  De esta forma, en 2030, Avellaneda no emitirá más de 113035,1 tCO2e.	Do not know	Do not know	Se espera que la reducción de emisiones propuesta por Avellaneda y las medidas que se desarrollen para su concreción, se sumen a los esfuerzos nacionales.	26492	2010		2021-05-20T02:33:48.460
